,Twitter_Id,Date_Published,Likes,Source,Tweet,Name,Language,Location, Retweets,Entities,Latest24hours,,,,
10,1.13702E+18,2019-06-07 15:19:34+00:00,0,Hootsuite Inc.,Learn how to budget as a couple so that you can avoid the fights about money that hurt too many #relationships.… https://t.co/P4Me9nYwgS,CreditLoan,en,Boston,0,"{'hashtags': [{'text': 'relationships', 'indices': [96, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/P4Me9nYwgS', 'expanded_url': 'https://twitter.com/i/web/status/1137016253934166016', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}",2022-11-08 03:36:50+00:00,,,,
11,1.11458E+18,2019-04-06 17:10:04+00:00,2,Hootsuite Inc.,"If you need a bit of help consolidating your #creditcard #debt, paying off bills, or building up your #savings, a… https://t.co/ADZ3ELDUAB",CreditLoan,en,San Francisco,0,"{'hashtags': [{'text': 'creditcard', 'indices': [45, 56]}, {'text': 'debt', 'indices': [57, 62]}, {'text': 'savings', 'indices': [102, 110]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ADZ3ELDUAB', 'expanded_url': 'https://twitter.com/i/web/status/1114576015056150529', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}",2022-11-07 21:00:35+00:00,,,,
12,1.11385E+18,2019-04-04 17:10:06+00:00,0,Hootsuite Inc.,There's nothing better than coming home to precious pet at the end of a long day; but how much are they costing ove… https://t.co/3Gp3GNqIvJ,CreditLoan,en,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3Gp3GNqIvJ', 'expanded_url': 'https://twitter.com/i/web/status/1113851246895599620', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-07 10:44:25+00:00,,,,
13,1.11348E+18,2019-04-03 16:27:35+00:00,0,Hootsuite Inc.,Want to go broke slowly? Try having a kid while the cost of #childcare skyrockets in the #UnitedStates. What kind o… https://t.co/Crkzgbi1ic,CreditLoan,en,Florida,0,"{'hashtags': [{'text': 'childcare', 'indices': [60, 70]}, {'text': 'UnitedStates', 'indices': [89, 102]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Crkzgbi1ic', 'expanded_url': 'https://twitter.com/i/web/status/1113478159645720577', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-07 09:41:14+00:00,,,,
14,1.11169E+18,2019-03-29 18:01:29+00:00,3,Hootsuite Inc.,"From #ApexLegends and #Fortnite to taking online college courses and #banking, millions of people spend a significa… https://t.co/Wcb0dl1k9E",CreditLoan,en,Los Angeles,0,"{'hashtags': [{'text': 'ApexLegends', 'indices': [5, 17]}, {'text': 'Fortnite', 'indices': [22, 31]}, {'text': 'banking', 'indices': [69, 77]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Wcb0dl1k9E', 'expanded_url': 'https://twitter.com/i/web/status/1111689851403943936', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-06 20:15:38+00:00,,,,
15,1.11106E+18,2019-03-28 00:00:32+00:00,0,Hootsuite Inc.,"With #Payless going out of business and #ToysRUs closing its doors last year, can brick and mortar stores survive i… https://t.co/44Hk52XAaT",CreditLoan,en,Boston,0,"{'hashtags': [{'text': 'Payless', 'indices': [5, 13]}, {'text': 'ToysRUs', 'indices': [40, 48]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/44Hk52XAaT', 'expanded_url': 'https://twitter.com/i/web/status/1111055432972414976', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-06 11:05:40+00:00,,,,
16,1.111E+18,2019-03-27 20:01:23+00:00,1,Hootsuite Inc.,#TaxSeason is upon us... and you may be thinking about cutting a few corners to reduce your #taxbill. Are these… https://t.co/tDc6sGCuGO,CreditLoan,en,Florida,0,"{'hashtags': [{'text': 'TaxSeason', 'indices': [0, 10]}, {'text': 'taxbill', 'indices': [92, 100]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/tDc6sGCuGO', 'expanded_url': 'https://twitter.com/i/web/status/1110995248887537664', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}",2022-11-06 10:56:43+00:00,,,,
17,1.10986E+18,2019-03-24 17:00:51+00:00,1,Hootsuite Inc.,"Planning a #wedding is stressful no matter what, it doesn't have to be a burden on your bank account when you set a… https://t.co/xKRfLrv6cP",CreditLoan,en,New York,0,"{'hashtags': [{'text': 'wedding', 'indices': [11, 19]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/xKRfLrv6cP', 'expanded_url': 'https://twitter.com/i/web/status/1109862655349669888', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-06 10:53:48+00:00,,,,
18,1.10915E+18,2019-03-22 18:01:14+00:00,0,Hootsuite Inc.,Just get paid? How do your #paycheck #spendinghabits compare to the rest of the #UnitedStates? #finance… https://t.co/oSL1WrKuF0,CreditLoan,en,New York,0,"{'hashtags': [{'text': 'paycheck', 'indices': [27, 36]}, {'text': 'spendinghabits', 'indices': [37, 52]}, {'text': 'UnitedStates', 'indices': [80, 93]}, {'text': 'finance', 'indices': [95, 103]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oSL1WrKuF0', 'expanded_url': 'https://twitter.com/i/web/status/1109153072629104640', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [105, 128]}]}",2022-11-06 10:48:28+00:00,,,,
19,1.10846E+18,2019-03-20 20:23:12+00:00,0,Hootsuite Inc.,Emergencies happen - and they can cost a lot. #PersonalLoans can help you cover what you need to get back on your f… https://t.co/2MM1MxNA4N,CreditLoan,en,New York,0,"{'hashtags': [{'text': 'PersonalLoans', 'indices': [46, 60]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2MM1MxNA4N', 'expanded_url': 'https://twitter.com/i/web/status/1108464025883561984', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-06 10:37:05+00:00,,,,
20,1.1081E+18,2019-03-19 20:15:04+00:00,0,Hootsuite Inc.,"With competitors like #Disney and #DCUniverse creating their own #streamservices, how will #Netflix compete? What w… https://t.co/bzMZTfSJDg",CreditLoan,en,Los Angeles,0,"{'hashtags': [{'text': 'Disney', 'indices': [22, 29]}, {'text': 'DCUniverse', 'indices': [34, 45]}, {'text': 'streamservices', 'indices': [65, 80]}, {'text': 'Netflix', 'indices': [91, 99]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bzMZTfSJDg', 'expanded_url': 'https://twitter.com/i/web/status/1108099592430735366', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-06 10:27:04+00:00,,,,
21,1.10773E+18,2019-03-18 19:41:12+00:00,0,Hootsuite Inc.,"Correcting bad spending habits can be hard when you struggle with #debt, but they are not impossible to overcome.… https://t.co/whJpjtgNKf",CreditLoan,en,Boston,0,"{'hashtags': [{'text': 'debt', 'indices': [66, 71]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/whJpjtgNKf', 'expanded_url': 'https://twitter.com/i/web/status/1107728681412247553', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}",2022-11-05 21:42:39+00:00,,,,
22,1.1073E+18,2019-03-17 15:30:16+00:00,0,Hootsuite Inc.,"In honor of #StPatricksDay, today we explore the #DoubleIrish #tax scheme that is used by 3 of the top U.S.… https://t.co/CalZ80myOm",CreditLoan,en,Los Angeles,0,"{'hashtags': [{'text': 'StPatricksDay', 'indices': [12, 26]}, {'text': 'DoubleIrish', 'indices': [49, 61]}, {'text': 'tax', 'indices': [62, 66]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CalZ80myOm', 'expanded_url': 'https://twitter.com/i/web/status/1107303143371694081', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [109, 132]}]}",2022-11-05 21:28:10+00:00,,,,
23,1.10665E+18,2019-03-15 20:30:15+00:00,1,Hootsuite Inc.,Need a #loan to buy a new #car? Want to consolidate your #debt? We're here to help you take care of your expenses w… https://t.co/cRPdDT8TbU,CreditLoan,en,Boston,0,"{'hashtags': [{'text': 'loan', 'indices': [7, 12]}, {'text': 'car', 'indices': [26, 30]}, {'text': 'debt', 'indices': [57, 62]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cRPdDT8TbU', 'expanded_url': 'https://twitter.com/i/web/status/1106653858946863106', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 20:59:42+00:00,,,,
24,1.1062E+18,2019-03-14 14:45:07+00:00,0,Hootsuite Inc.,"After nearly 10 years, a recession is on the horizon for the #UnitedStates. How will the #economy fare and what wil… https://t.co/BnO3Alpqnq",CreditLoan,en,Florida,0,"{'hashtags': [{'text': 'UnitedStates', 'indices': [61, 74]}, {'text': 'economy', 'indices': [89, 97]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/BnO3Alpqnq', 'expanded_url': 'https://twitter.com/i/web/status/1106204617556348929', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 20:53:21+00:00,,,,
25,1.10591E+18,2019-03-13 19:05:13+00:00,0,Hootsuite Inc.,"From #Wendys to fancy steakhouses, #Americans love eating at restaurants. How much is this habit actually costing y… https://t.co/HJWfnRZGZV",CreditLoan,en,Boston,0,"{'hashtags': [{'text': 'Wendys', 'indices': [5, 12]}, {'text': 'Americans', 'indices': [35, 45]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HJWfnRZGZV', 'expanded_url': 'https://twitter.com/i/web/status/1105907682899361797', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 20:45:52+00:00,,,,
26,1.10553E+18,2019-03-12 18:23:50+00:00,0,Hootsuite Inc.,Did you feel a bit let down by your #taxreturn? Many people felt slighted by the numbers this year and this could b… https://t.co/TpSBfx6sOA,CreditLoan,en,Boston,1,"{'hashtags': [{'text': 'taxreturn', 'indices': [36, 46]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TpSBfx6sOA', 'expanded_url': 'https://twitter.com/i/web/status/1105534882892136448', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 20:19:16+00:00,,,,
27,1.10521E+18,2019-03-11 20:45:04+00:00,0,Hootsuite Inc.,"After beating its own box office projections this weekend, the enormity of #CaptainMarvel could be a total gamechan… https://t.co/84z50O0o0e",CreditLoan,en,San Francisco,0,"{'hashtags': [{'text': 'CaptainMarvel', 'indices': [75, 89]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/84z50O0o0e', 'expanded_url': 'https://twitter.com/i/web/status/1105208038217138177', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 20:09:46+00:00,,,,
28,1.10516E+18,2019-03-11 17:15:06+00:00,0,Hootsuite Inc.,Most super #wealthy people didn't get that way overnight. Following the saving habits of the rich and famous can he… https://t.co/I0un6jBTuU,CreditLoan,en,Florida,0,"{'hashtags': [{'text': 'wealthy', 'indices': [11, 19]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/I0un6jBTuU', 'expanded_url': 'https://twitter.com/i/web/status/1105155197213593600', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 14:44:54+00:00,,,,
29,1.09508E+18,2019-02-11 22:04:44+00:00,0,Twitter Web Client,"What is the value of a #Grammy? It depends on the context. Sure, it’s worth a few dollars when produced, but how mu… https://t.co/Bd6cDLzAaT",CreditLoan,en,Los Angeles,0,"{'hashtags': [{'text': 'Grammy', 'indices': [23, 30]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Bd6cDLzAaT', 'expanded_url': 'https://twitter.com/i/web/status/1095081224949903363', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",2022-11-05 14:07:30+00:00,,,,
30,9.99654E+17,2018-05-24 14:12:11+00:00,2,Twitter Web Client,"Stay in Control of Your Wedding Budget @TheDressMatters #wedding #budget https://t.co/HKjlxGrQD7

0 replies 0 retwe… https://t.co/FrhnUBY5Ue",CreditLoan,en,San Francisco,0,"{'hashtags': [{'text': 'wedding', 'indices': [56, 64]}, {'text': 'budget', 'indices': [65, 72]}], 'symbols': [], 'user_mentions': [{'screen_name': 'TheDressMatters', 'name': 'The Dress Matters', 'id': 2350662577, 'id_str': '2350662577', 'indices': [39, 55]}], 'urls': [{'url': 'https://t.co/HKjlxGrQD7', 'expanded_url': 'http://thedressmatters.com/blog/stay-in-control-of-your-wedding-budget', 'display_url': 'thedressmatters.com/blog/stay-in-c…', 'indices': [73, 96]}, {'url': 'https://t.co/FrhnUBY5Ue', 'expanded_url': 'https://twitter.com/i/web/status/999654295460089856', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]}",,,,,
31,9.9656E+17,2018-05-16 01:16:03+00:00,0,Twitter Web Client,https://t.co/xtQzRWlrJe @missmillmag,CreditLoan,qme,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MissMillMag', 'name': 'Miss Millennia Magazine', 'id': 265702493, 'id_str': '265702493', 'indices': [24, 36]}], 'urls': [{'url': 'https://t.co/xtQzRWlrJe', 'expanded_url': 'https://missmillmag.com/marriage-weddings/10-best-ideas-frugal-wedding/', 'display_url': 'missmillmag.com/marriage-weddi…', 'indices': [0, 23]}]}",,,,,
32,9.96558E+17,2018-05-16 01:10:07+00:00,1,Twitter Web Client,https://t.co/x2WQcDvqlf @cmindscape,CreditLoan,qme,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'cmindscape', 'name': 'Creative Mindscape', 'id': 44804711, 'id_str': '44804711', 'indices': [24, 35]}], 'urls': [{'url': 'https://t.co/x2WQcDvqlf', 'expanded_url': 'https://creativemindscape.com/2018-seo-trend-predictions-from-13-industry-experts/', 'display_url': 'creativemindscape.com/2018-seo-trend…', 'indices': [0, 23]}]}",,,,,
33,9.95045E+17,2018-05-11 20:55:13+00:00,0,Twitter Web Client,https://t.co/1KxqWf3Vyw  @mkiniulis,CreditLoan,qme,New York,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MKiniulis', 'name': 'Marius Kiniulis', 'id': 1485142015, 'id_str': '1485142015', 'indices': [25, 35]}], 'urls': [{'url': 'https://t.co/1KxqWf3Vyw', 'expanded_url': 'http://www.markinblog.com/business-books/', 'display_url': 'markinblog.com/business-books/', 'indices': [0, 23]}]}",,,,,
34,9.94993E+17,2018-05-11 17:30:34+00:00,1,Twitter Web Client,https://t.co/ylgfAcSZEj @bloghandsseo,CreditLoan,qme,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bloghandsseo', 'name': 'Blog Hands', 'id': 543248707, 'id_str': '543248707', 'indices': [24, 37]}], 'urls': [{'url': 'https://t.co/ylgfAcSZEj', 'expanded_url': 'https://bloghands.com/blog/8-marketing-experts-discuss-the-role-and-future-of-blogging', 'display_url': 'bloghands.com/blog/8-marketi…', 'indices': [0, 23]}]}",,,,,
35,9.94661E+17,2018-05-10 19:32:10+00:00,1,Twitter Web Client,https://t.co/jtgt1e9zfL,CreditLoan,zxx,Florida,2,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jtgt1e9zfL', 'expanded_url': 'https://www.leonardandrew.com/lac-blog/fafsa-information-and-resources-at-creditloancom', 'display_url': 'leonardandrew.com/lac-blog/fafsa…', 'indices': [0, 23]}]}",,,,,
36,9.94283E+17,2018-05-09 18:28:30+00:00,0,Twitter Web Client,How to Outsmart Hidden Wedding Costs @DrAlanViau https://t.co/nRXbxzvtC8,CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DrAlanViau', 'name': 'Alan Viau', 'id': 110164742, 'id_str': '110164742', 'indices': [37, 48]}], 'urls': [{'url': 'https://t.co/nRXbxzvtC8', 'expanded_url': 'https://alanviau.com/2018/05/08/how-to-outsmart-hidden-wedding-costs/', 'display_url': 'alanviau.com/2018/05/08/how…', 'indices': [49, 72]}]}",,,,,
37,9.93529E+17,2018-05-07 16:30:31+00:00,0,Twitter Web Client,https://t.co/PCn8u1z8dS @loanables,CreditLoan,qme,Florida,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'loanables', 'name': 'spacewarp', 'id': 1382567202335956994, 'id_str': '1382567202335956994', 'indices': [24, 34]}], 'urls': [{'url': 'https://t.co/PCn8u1z8dS', 'expanded_url': 'https://www.loanables.com/hub/index.php/2018/03/30/table-sizes-and-seating/', 'display_url': 'loanables.com/hub/index.php/…', 'indices': [0, 23]}]}",,,,,
38,9.9212E+17,2018-05-03 19:15:01+00:00,1,Twitter Web Client,"Digital Nomads: make filing tax from abroad easy with this guide full of #tax tips, resources, and strategies!… https://t.co/rBsmcjIs6N",CreditLoan,en,Los Angeles,1,"{'hashtags': [{'text': 'tax', 'indices': [73, 77]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/rBsmcjIs6N', 'expanded_url': 'https://twitter.com/i/web/status/992120363348873216', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [112, 135]}]}",,,,,
39,9.90987E+17,2018-04-30 16:13:04+00:00,0,Twitter Web Client,Check out How to Outsmart Hidden Wedding Costs and Stay in Control of Your Wedding Budget@WeddingGuideCA… https://t.co/DmBnQjDD8V,CreditLoan,en,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DmBnQjDD8V', 'expanded_url': 'https://twitter.com/i/web/status/990987407762841601', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [106, 129]}]}",,,,,
40,9.89603E+17,2018-04-26 20:30:00+00:00,0,Twitter Web Client,RT @GiftofCollege: The Ultimate FAFSA Guide for 2018 - Check out this infographic from @CreditLoan and find out why you should apply for FA…,CreditLoan,en,San Francisco,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GiftofCollege', 'name': 'Gift of College', 'id': 122270631, 'id_str': '122270631', 'indices': [3, 17]}, {'screen_name': 'CreditLoan', 'name': 'CreditLoan.com', 'id': 20288521, 'id_str': '20288521', 'indices': [87, 98]}], 'urls': []}",,,,,
41,9.87386E+17,2018-04-20 17:40:43+00:00,1,Twitter Web Client,https://t.co/1Uapo5eWHF @bestcompanyusa,CreditLoan,qme,Boston,1,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BestCompanyUSA', 'name': 'Best Company', 'id': 2327626963, 'id_str': '2327626963', 'indices': [24, 39]}], 'urls': [{'url': 'https://t.co/1Uapo5eWHF', 'expanded_url': 'https://bestcompany.com/credit-repair/blog/true-stories-of-the-best-and-worst-credit-advice', 'display_url': 'bestcompany.com/credit-repair/…', 'indices': [0, 23]}]}",,,,,
42,9.86971E+17,2018-04-19 14:12:22+00:00,1,Twitter Web Client,https://t.co/VGC03Ves8i @Ninja_Capital,CreditLoan,qme,Los Angeles,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Ninja_Capital', 'name': 'Ninja Capitalist', 'id': 898385179072356352, 'id_str': '898385179072356352', 'indices': [24, 38]}], 'urls': [{'url': 'https://t.co/VGC03Ves8i', 'expanded_url': 'https://www.ninjacapitalist.com/do-financial-advisors-add-value/', 'display_url': 'ninjacapitalist.com/do-financial-a…', 'indices': [0, 23]}]}",,,,,
43,9.86727E+17,2018-04-18 22:05:18+00:00,1,Twitter Web Client,https://t.co/KHaqgIdiXh @PositivityPost1,CreditLoan,qme,Boston,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PositivityPost1', 'name': 'Positivity Post', 'id': 3198785537, 'id_str': '3198785537', 'indices': [24, 40]}], 'urls': [{'url': 'https://t.co/KHaqgIdiXh', 'expanded_url': 'https://positivitypost.com/resources-to-master-your-money-matters-in-2018/', 'display_url': 'positivitypost.com/resources-to-m…', 'indices': [0, 23]}]}",,,,,
44,9.86726E+17,2018-04-18 21:58:38+00:00,1,Twitter Web Client,https://t.co/eTQNYuuyTn,CreditLoan,zxx,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eTQNYuuyTn', 'expanded_url': 'https://wetravelbecause.com/blog/2017/8/23/how-to-avoid-airline-baggage-fees', 'display_url': 'wetravelbecause.com/blog/2017/8/23…', 'indices': [0, 23]}]}",,,,,
45,9.84211E+17,2018-04-11 23:24:58+00:00,0,Twitter Web Client,https://t.co/EgQlar46gv,CreditLoan,zxx,San Francisco,0,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EgQlar46gv', 'expanded_url': 'http://kevinjrooney.com/tip-picking-a-credit-card-thats-right-for-you/', 'display_url': 'kevinjrooney.com/tip-picking-a-…', 'indices': [0, 23]}]}",,,,,
